ID
NIFD_1_S_0036
NIFD_1_S_0289
NIFD_1_S_0333
NIFD_1_S_0307
NIFD_1_S_0065
NIFD_3_S_0004
NIFD_1_S_0231
NIFD_1_S_0332
NIFD_1_S_0234
NIFD_1_S_0287
NIFD_1_S_0047
NIFD_1_S_0309
NIFD_1_S_0098
NIFD_1_S_0245
NIFD_1_S_0163
NIFD_1_S_0018
NIFD_1_S_0021
NIFD_1_S_0195
NIFD_1_S_0281
NIFD_1_S_0277
NIFD_3_S_0001
NIFD_1_S_0301
NIFD_1_S_0062
NIFD_1_S_0102
NIFD_1_S_0093
NIFD_1_S_0226
NIFD_1_S_0007
NIFD_1_S_0024
NIFD_1_S_0312
NIFD_1_S_0266
NIFD_1_S_0165
NIFD_1_S_0044
NIFD_1_S_0123
NIFD_1_S_0203
NIFD_1_S_0342
NIFD_1_S_0082
NIFD_1_S_0261
NIFD_1_S_0228
NIFD_1_S_0164
NIFD_1_S_0313
NIFD_1_S_0059
NIFD_1_S_0230
NIFD_1_S_0141
NIFD_3_S_0012
NIFD_1_S_0154
NIFD_1_S_0001
NIFD_1_S_0293
NIFD_1_S_0019
NIFD_1_S_0050
NIFD_1_S_0149
NIFD_1_S_0103
NIFD_1_S_0094
NIFD_1_S_0225
NIFD_1_S_0043
NIFD_1_S_0221
NIFD_1_S_0168
NIFD_1_S_0257
NIFD_1_S_0051
NIFD_1_S_0251
NIFD_1_S_0144
NIFD_1_S_0070
NIFD_1_S_0224
NIFD_1_S_0100
NIFD_1_S_0183
NIFD_1_S_0132
NIFD_1_S_0340
NIFD_1_S_0198
NIFD_1_S_0013
NIFD_1_S_0269
NIFD_1_S_0324
NIFD_1_S_0023
NIFD_1_S_0303
NIFD_1_S_0219
NIFD_1_S_0240
NIFD_1_S_0331
NIFD_1_S_0311
NIFD_1_S_0193
NIFD_1_S_0073
NIFD_1_S_0079
NIFD_1_S_0124
NIFD_1_S_0356
NIFD_1_S_0256
NIFD_1_S_0017
NIFD_1_S_0002
NIFD_1_S_0039
NIFD_1_S_0022
NIFD_1_S_0069
NIFD_1_S_0041
NIFD_1_S_0213
NIFD_1_S_0186
NIFD_1_S_0049
NIFD_1_S_0268
NIFD_1_S_0057
NIFD_1_S_0237
NIFD_1_S_0253
NIFD_1_S_0346
NIFD_1_S_0216
NIFD_1_S_0267
NIFD_1_S_0295
NIFD_1_S_0112
NIFD_1_S_0204
NIFD_1_S_0282
NIFD_1_S_0192
NIFD_1_S_0029
NIFD_1_S_0106
NIFD_1_S_0263
NIFD_3_S_0010
NIFD_1_S_0130
NIFD_1_S_0210
NIFD_1_S_0288
NIFD_1_S_0056
NIFD_1_S_0242
NIFD_1_S_0274
NIFD_1_S_0341
NIFD_1_S_0097
NIFD_1_S_0139
NIFD_1_S_0161
NIFD_1_S_0083
NIFD_1_S_0140
NIFD_1_S_0209
NIFD_1_S_0125
NIFD_1_S_0188
NIFD_3_S_0007
NIFD_1_S_0040
NIFD_1_S_0128
NIFD_1_S_0032
NIFD_1_S_0202
NIFD_3_S_0005
NIFD_1_S_0045
NIFD_1_S_0162
NIFD_1_S_0232
NIFD_1_S_0184
NIFD_1_S_0038
NIFD_1_S_0026
NIFD_1_S_0060
NIFD_1_S_0107
NIFD_1_S_0121
NIFD_1_S_0191
NIFD_1_S_0248
NIFD_1_S_0206
NIFD_1_S_0236
NIFD_1_S_0239
NIFD_1_S_0227
NIFD_1_S_0084
NIFD_1_S_0218
NIFD_1_S_0271
NIFD_1_S_0147
NIFD_1_S_0085
NIFD_1_S_0270
NIFD_1_S_0052
NIFD_1_S_0061
NIFD_1_S_0031
NIFD_1_S_0260
NIFD_1_S_0255
NIFD_1_S_0190
NIFD_1_S_0167
NIFD_1_S_0185
NIFD_1_S_0175
NIFD_1_S_0091
NIFD_1_S_0172
NIFD_1_S_0169
NIFD_1_S_0296
NIFD_1_S_0042
NIFD_1_S_0344
NIFD_1_S_0194
NIFD_1_S_0272
NIFD_1_S_0131
NIFD_1_S_0011
NIFD_1_S_0105
NIFD_1_S_0345
NIFD_1_S_0217
NIFD_1_S_0291
NIFD_1_S_0233
NIFD_1_S_0302
NIFD_3_S_0003
NIFD_1_S_0178
NIFD_1_S_0252
NIFD_1_S_0071
NIFD_1_S_0283
NIFD_1_S_0095
NIFD_1_S_0081
NIFD_1_S_0150
NIFD_1_S_0034
NIFD_1_S_0182
NIFD_1_S_0020
NIFD_1_S_0127
NIFD_1_S_0009
NIFD_1_S_0235
NIFD_1_S_0157
NIFD_1_S_0323
NIFD_1_S_0129
NIFD_1_S_0207
NIFD_1_S_0145
NIFD_1_S_0292
NIFD_1_S_0058
NIFD_1_S_0066
NIFD_1_S_0096
NIFD_1_S_0212
NIFD_1_S_0109
NIFD_1_S_0197
NIFD_1_S_0053
NIFD_1_S_0015
NIFD_1_S_0099
NIFD_1_S_0179
NIFD_1_S_0325
NIFD_1_S_0275
NIFD_1_S_0238
NIFD_1_S_0035
NIFD_1_S_0279
NIFD_1_S_0089
NIFD_1_S_0339
NIFD_1_S_0334
NIFD_1_S_0187
NIFD_1_S_0284
NIFD_1_S_0153
NIFD_1_S_0299
NIFD_1_S_0072
NIFD_1_S_0176
NIFD_1_S_0067
NIFD_1_S_0180
NIFD_1_S_0086
NIFD_1_S_0012
NIFD_3_S_0011
NIFD_1_S_0006
NIFD_1_S_0347
NIFD_1_S_0337
NIFD_1_S_0250
NIFD_1_S_0199
NIFD_1_S_0160
NIFD_1_S_0246
NIFD_1_S_0322
NIFD_1_S_0005
NIFD_1_S_0110
NIFD_1_S_0259
NIFD_1_S_0264
NIFD_1_S_0166
NIFD_1_S_0338
NIFD_1_S_0143
NIFD_1_S_0181
NIFD_1_S_0265
NIFD_1_S_0003
NIFD_1_S_0273
NIFD_1_S_0119
NIFD_1_S_0278
NIFD_1_S_0304
NIFD_1_S_0010
NIFD_1_S_0177
NIFD_1_S_0258
NIFD_1_S_0016
NIFD_1_S_0328
NIFD_1_S_0208
NIFD_1_S_0064
NIFD_1_S_0092
